Order_Date,Time,Aging,Customer_Id,Gender,Device_Type,Customer_Login_type,Product_Category,Product,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Payment_method
2018-12-10,20:03:59,3.0,35454,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.2,31.7,3.2,Critical,credit_card
2018-06-30,20:45:50,7.0,12021,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.3,139.5,13.9,Critical,credit_card
2018-06-14,18:39:27,2.0,55799,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.3,46.0,4.6,High,credit_card
2018-08-09,17:42:05,5.0,23420,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.3,109.9,11.0,High,credit_card
2018-07-26,23:41:14,3.0,51594,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,5.0,0.1,31.2,3.1,Critical,credit_card
2018-07-21,07:18:52,10.0,57926,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,5.0,0.3,14.4,1.4,High,credit_card
2018-07-18,19:42:26,6.0,22382,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.3,150.0,15.0,High,credit_card
2018-05-01,13:14:37,8.0,28408,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,5.0,0.1,14.4,1.4,Critical,credit_card
2018-09-05,22:08:31,10.0,15581,Male,Web,Member,Auto & Accessories,Car Mat,54.0,5.0,0.3,10.8,1.1,Medium,credit_card
2018-09-28,17:36:34,4.0,40050,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,4.0,0.3,15.8,1.6,Medium,credit_card
2018-05-28,17:05:02,7.0,43707,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.2,146.4,14.6,Medium,money_order
2018-10-15,12:46:02,10.0,33385,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.3,39.0,3.9,High,money_order
2018-04-23,16:21:25,4.0,43755,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.3,112.0,11.2,High,credit_card
2018-12-07,22:16:44,9.0,58765,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.2,32.3,3.2,Medium,debit_card
2018-07-21,21:41:25,2.0,34397,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.1,34.5,3.4,High,credit_card
2018-03-04,22:10:16,5.0,45371,Female,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.3,155.0,15.5,High,credit_card
2018-12-29,16:12:13,7.0,56911,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,5.0,0.2,14.4,1.4,Medium,credit_card
2018-02-11,11:51:17,7.0,30650,Male,Web,Member,Auto & Accessories,Car Mat,54.0,5.0,0.3,10.8,1.1,Critical,credit_card
2018-08-18,20:42:53,2.0,13500,Female,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.3,23.7,2.4,Critical,credit_card
2018-05-01,22:57:35,5.0,45230,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.2,141.8,14.2,Critical,credit_card
2018-07-18,11:02:18,8.0,12622,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,4.0,0.2,48.8,4.9,High,credit_card
2018-04-06,22:25:04,7.0,29423,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.2,126.8,12.7,Critical,credit_card
2018-11-07,13:40:51,9.0,36820,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,5.0,0.3,19.5,1.9,High,credit_card
2018-10-16,11:12:18,3.0,51718,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,4.0,0.3,23.8,2.4,High,credit_card
2018-12-21,14:15:20,4.0,11102,Male,Web,Guest,Auto & Accessories,Tyre,250.0,1.0,0.1,162.5,16.3,High,debit_card
2018-04-15,11:45:28,1.0,34170,Female,Web,Member,Auto & Accessories,Bike Tyres,72.0,5.0,0.3,14.4,1.4,High,money_order
2018-06-11,20:21:08,3.0,34893,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.2,18.0,1.8,Medium,credit_card
2018-06-22,18:44:31,8.0,38838,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.1,32.9,3.3,High,credit_card
2018-04-29,13:49:23,5.0,42497,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.3,123.3,12.3,Critical,e_wallet
2018-12-23,15:16:34,7.0,41274,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,4.0,0.1,54.4,5.4,Critical,credit_card
2018-05-09,13:06:19,7.0,42420,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.1,124.7,12.5,High,credit_card
2018-07-30,11:30:00,1.0,55137,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,5.0,0.3,13.6,1.4,High,credit_card
2018-08-10,23:58:04,1.0,47801,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.3,20.3,2.0,Medium,credit_card
2018-12-23,10:31:07,5.0,55508,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.1,162.5,16.3,High,credit_card
2018-09-18,23:33:17,7.0,26888,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,4.0,0.3,18.0,1.8,Critical,credit_card
2018-12-24,09:22:32,5.0,59104,Male,Web,Member,Auto & Accessories,Car Mat,54.0,4.0,0.3,13.5,1.4,High,money_order
2018-08-03,22:36:03,6.0,18382,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.2,29.4,2.9,Medium,credit_card
2018-08-10,21:12:19,4.0,21038,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.3,139.5,13.9,Critical,credit_card
2018-05-05,13:56:03,10.0,58921,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,4.0,0.3,37.6,3.8,High,credit_card
2018-06-06,17:12:10,2.0,29422,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.2,118.3,11.8,Critical,credit_card
2018-03-02,08:50:34,3.0,28007,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,5.0,0.1,31.2,3.1,Medium,credit_card
2018-12-02,10:35:38,2.0,26921,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,5.0,0.3,14.4,1.4,High,credit_card
2018-11-18,00:12:37,3.0,13975,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.3,132.5,13.3,High,credit_card
2018-12-12,00:22:03,3.0,18804,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.3,72.0,7.2,High,credit_card
2018-03-27,09:47:05,10.0,54053,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.3,27.0,2.7,High,credit_card
2018-06-26,17:06:05,9.0,38847,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,5.0,0.3,5.5,0.6,High,credit_card
2018-11-29,12:36:36,9.0,17391,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.2,141.8,14.2,High,credit_card
2018-08-14,17:35:53,5.0,29151,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.1,57.2,5.7,Medium,credit_card
2018-11-13,21:05:14,1.0,10624,Female,Web,Guest,Auto & Accessories,Car Speakers,211.0,1.0,0.1,126.8,12.7,Critical,credit_card
2018-05-07,21:52:03,1.0,44156,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,5.0,0.3,19.5,1.9,High,credit_card
2018-08-07,18:35:22,7.0,47263,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,4.0,0.2,28.6,2.9,Critical,credit_card
2018-10-18,21:38:43,8.0,58561,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.3,145.0,14.5,High,credit_card
2018-09-04,12:47:34,9.0,50052,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.3,72.0,7.2,High,credit_card
2018-11-05,21:48:40,7.0,31345,Female,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.2,54.0,5.4,High,money_order
2018-03-14,17:38:47,1.0,54886,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.3,23.7,2.4,Critical,credit_card
2018-05-09,17:42:45,8.0,56802,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.1,146.4,14.6,Critical,money_order
2018-08-05,16:15:05,2.0,56497,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,4.0,0.2,48.8,4.9,High,credit_card
2018-08-16,14:01:29,2.0,58581,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.2,126.8,12.7,Critical,credit_card
2018-04-15,14:30:32,6.0,22831,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,5.0,0.1,31.2,3.1,Critical,credit_card
2018-09-18,18:59:42,3.0,39258,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.3,33.3,3.3,High,credit_card
2018-12-06,13:40:40,1.0,55842,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.3,160.0,16.0,Medium,credit_card
2018-12-02,19:25:57,6.0,20339,Female,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.3,36.0,3.6,High,e_wallet
2018-07-23,02:44:13,7.0,15648,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.2,27.0,2.7,Critical,money_order
2018-06-30,08:45:25,7.0,21528,Female,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.3,24.9,2.5,High,credit_card
2018-11-30,12:46:37,5.0,39337,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.1,144.1,14.4,Critical,credit_card
2018-08-24,10:26:08,5.0,24820,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.3,43.2,4.3,High,credit_card
2018-05-21,22:53:02,5.0,37796,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,5.0,0.1,120.5,12.0,High,credit_card
2018-09-30,02:18:32,10.0,17305,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.3,32.3,3.2,Critical,credit_card
2018-08-20,17:37:20,7.0,47972,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.3,27.4,2.7,Critical,credit_card
2018-09-12,16:14:39,8.0,48611,Male,Web,Member,Auto & Accessories,Tyre,250.0,4.0,0.3,130.0,13.0,Critical,debit_card
2018-10-23,08:45:21,9.0,38729,Female,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.3,36.0,3.6,Critical,credit_card
2018-08-28,22:34:44,2.0,32243,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.3,27.0,2.7,Critical,credit_card
2018-06-18,14:40:57,1.0,15313,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.2,27.2,2.7,Critical,credit_card
2018-11-26,17:28:44,5.0,31639,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,5.0,0.3,104.8,10.5,High,credit_card
2018-10-12,23:00:43,3.0,33291,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.3,53.0,5.3,High,credit_card
2018-06-01,22:54:24,1.0,49797,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.3,114.1,11.4,Critical,credit_card
2018-08-12,23:11:00,4.0,37088,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,5.0,0.3,19.5,1.9,Critical,money_order
2018-11-16,22:06:10,1.0,53950,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,5.0,0.3,14.4,1.4,Medium,credit_card
2018-04-24,21:53:34,4.0,41639,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.1,165.0,16.5,Medium,e_wallet
2018-05-15,16:58:49,3.0,22737,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.2,24.0,2.4,Medium,credit_card
2018-10-22,21:39:34,3.0,28639,Female,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.3,18.0,1.8,Critical,credit_card
2018-12-10,18:18:24,5.0,51368,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,5.0,0.2,22.6,2.3,Medium,credit_card
2018-06-23,18:31:03,1.0,41859,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.3,144.1,14.4,Critical,credit_card
2018-05-15,16:28:24,4.0,15110,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.2,54.4,5.4,Medium,money_order
2018-11-25,08:58:52,8.0,36553,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.3,105.7,10.6,High,credit_card
2018-09-07,14:12:15,7.0,36109,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,4.0,0.2,27.6,2.8,Critical,debit_card
2018-09-24,22:57:16,9.0,47802,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.3,27.4,2.7,Medium,credit_card
2018-08-16,09:42:48,8.0,53547,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.1,165.0,16.5,Medium,credit_card
2018-09-11,13:23:05,5.0,13313,Female,Web,Member,Auto & Accessories,Bike Tyres,72.0,4.0,0.3,18.0,1.8,High,credit_card
2018-07-04,14:54:19,4.0,31657,Male,Web,Member,Auto & Accessories,Car Mat,54.0,5.0,0.3,10.8,1.1,High,credit_card
2018-11-20,22:15:07,8.0,25993,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.3,27.2,2.7,Critical,e_wallet
2018-11-13,16:28:15,5.0,54491,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,4.0,0.3,114.0,11.4,High,credit_card
2018-12-11,00:05:55,10.0,30870,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.3,55.8,5.6,Medium,money_order
2018-07-18,13:32:25,8.0,57464,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,5.0,0.2,109.9,11.0,Critical,credit_card
2018-09-22,23:01:22,8.0,41143,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.3,26.5,2.6,High,credit_card
2018-12-15,16:00:40,1.0,38121,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,5.0,0.2,26.2,2.6,High,credit_card
2018-12-15,13:11:13,6.0,15533,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.1,165.0,16.5,Medium,e_wallet
2018-04-30,15:47:28,5.0,21227,Female,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.2,36.0,3.6,High,credit_card
2018-05-06,11:48:53,5.0,39948,Male,Web,Member,Auto & Accessories,Car Mat,54.0,5.0,0.3,10.8,1.1,High,debit_card
2018-03-14,18:33:18,4.0,49912,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.3,29.4,2.9,High,e_wallet
2018-08-05,19:28:53,1.0,12037,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,4.0,0.3,123.3,12.3,Critical,credit_card
2018-08-20,22:22:10,1.0,25624,Female,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.1,57.2,5.7,Medium,credit_card
2018-04-29,13:05:20,9.0,12755,Female,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.1,124.7,12.5,High,credit_card
2018-10-01,01:20:55,1.0,30739,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,4.0,0.3,18.3,1.8,High,credit_card
2018-05-28,02:08:13,8.0,13613,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.3,27.4,2.7,Critical,credit_card
2018-04-16,13:20:26,6.0,37888,Male,Web,Member,Auto & Accessories,Tyre,250.0,5.0,0.3,132.5,13.3,Critical,money_order
2018-09-29,16:03:47,8.0,29926,Female,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.3,24.0,2.4,Medium,credit_card
2018-12-16,11:47:36,3.0,50985,Male,Web,Member,Auto & Accessories,Car Mat,54.0,5.0,0.3,10.8,1.1,High,credit_card
2018-12-07,13:34:46,6.0,58834,Female,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.3,30.6,3.1,High,credit_card
2018-04-19,20:27:10,10.0,39358,Female,Web,First SignUp,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.2,141.8,14.2,High,credit_card
2018-08-23,08:22:36,4.0,42834,Female,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.3,53.0,5.3,Critical,credit_card
2018-07-27,08:44:21,10.0,28992,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,4.0,0.2,114.1,11.4,High,money_order
2018-09-12,20:51:03,3.0,30370,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.2,32.3,3.2,Critical,credit_card
2018-08-19,21:53:30,8.0,17401,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.3,32.1,3.2,High,credit_card
2018-10-01,10:52:29,6.0,32434,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.1,167.5,16.8,Medium,credit_card
2018-06-15,18:57:33,2.0,56892,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.1,72.0,7.2,Medium,money_order
2018-08-22,23:29:03,7.0,42953,Male,Web,Member,Auto & Accessories,Car Mat,54.0,5.0,0.3,10.8,1.1,Medium,credit_card
2018-06-22,12:02:21,9.0,14251,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,4.0,0.3,20.3,2.0,High,money_order
2018-06-07,15:20:00,5.0,23721,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,5.0,0.3,116.4,11.6,Medium,money_order
2018-10-15,15:26:23,5.0,59377,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.3,48.8,4.9,High,credit_card
2018-04-14,00:52:49,10.0,42521,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.3,114.1,11.4,High,credit_card
2018-06-17,10:50:09,1.0,54072,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.1,33.5,3.3,Critical,credit_card
2018-10-11,20:19:30,3.0,17731,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.1,35.6,3.6,Medium,e_wallet
2018-03-15,22:58:04,7.0,51039,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.3,162.5,16.3,Medium,money_order
2018-12-15,18:52:27,9.0,57831,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.3,72.0,7.2,Critical,credit_card
2018-10-04,20:44:34,3.0,28546,Female,Web,Member,Auto & Accessories,Car Mat,54.0,5.0,0.3,10.8,1.1,Medium,credit_card
2018-10-16,11:46:49,4.0,42634,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.2,31.7,3.2,Medium,credit_card
2018-08-14,10:26:22,5.0,31828,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.3,127.9,12.8,Critical,money_order
2018-10-29,14:40:08,6.0,53600,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.2,57.2,5.7,High,money_order
2018-04-17,08:47:41,8.0,17942,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,4.0,0.3,105.7,10.6,Critical,credit_card
2018-08-02,11:14:39,7.0,47980,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.3,30.0,3.0,Medium,credit_card
2018-10-18,16:28:35,4.0,37722,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.3,27.4,2.7,Critical,e_wallet
2018-08-19,10:29:23,5.0,53502,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.3,160.0,16.0,Medium,credit_card
2018-08-12,19:26:15,1.0,32173,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,4.0,0.3,18.0,1.8,Medium,money_order
2018-10-02,08:48:11,2.0,30456,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.3,27.0,2.7,Critical,money_order
2018-08-07,20:18:57,2.0,10491,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.2,29.4,2.9,Medium,credit_card
2018-09-16,10:37:51,5.0,55840,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.2,137.1,13.7,Critical,credit_card
2018-02-18,22:36:33,8.0,40762,Female,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.3,53.0,5.3,High,money_order
2018-06-09,14:08:12,10.0,55311,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.3,99.4,9.9,High,credit_card
2018-08-10,12:01:25,6.0,12630,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.3,23.0,2.3,Critical,credit_card
2018-07-12,14:11:35,9.0,26604,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.1,36.8,3.7,Medium,credit_card
2018-10-30,20:48:51,2.0,41171,Male,Web,Member,Auto & Accessories,Tyre,250.0,4.0,0.2,150.0,15.0,High,credit_card
2018-09-25,22:01:26,9.0,33733,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.3,36.0,3.6,Critical,credit_card
2018-05-03,12:49:12,6.0,40579,Female,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.2,18.0,1.8,High,credit_card
2018-07-23,19:25:17,4.0,53892,Female,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.1,32.9,3.3,High,credit_card
2018-04-02,21:45:17,1.0,55243,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,5.0,0.2,127.9,12.8,High,credit_card
2018-08-20,14:06:04,7.0,31277,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,4.0,0.3,37.6,3.8,High,credit_card
2018-11-30,14:26:57,1.0,24786,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,4.0,0.1,122.6,12.3,Critical,credit_card
2018-12-27,20:31:23,6.0,23620,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,4.0,0.3,23.0,2.3,Critical,credit_card
2018-03-11,23:18:51,6.0,34437,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.1,36.8,3.7,Medium,money_order
2018-12-09,02:40:19,8.0,53061,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.1,165.0,16.5,Medium,credit_card
2018-08-27,17:09:11,3.0,32317,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,4.0,0.3,18.0,1.8,Medium,credit_card
2018-02-19,19:46:11,10.0,24130,Female,Web,Member,Auto & Accessories,Car Mat,54.0,5.0,0.1,10.8,1.1,Critical,e_wallet
2018-02-20,15:26:33,7.0,37655,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,5.0,0.3,11.2,1.1,High,credit_card
2018-05-11,22:49:21,8.0,48991,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,4.0,0.2,132.5,13.3,High,credit_card
2018-07-18,12:19:12,1.0,47847,Male,Web,Guest,Auto & Accessories,Car Media Players,140.0,5.0,0.3,32.0,3.2,Medium,credit_card
2018-03-04,17:42:45,6.0,26386,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.1,124.7,12.5,Medium,credit_card
2018-04-25,13:31:25,2.0,47679,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,4.0,0.3,23.0,2.3,Critical,credit_card
2018-10-13,22:04:23,6.0,39359,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,4.0,0.2,28.6,2.9,High,credit_card
2018-11-08,14:47:01,4.0,24701,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.3,157.5,15.8,Critical,credit_card
2018-01-09,08:49:32,10.0,12068,Female,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.3,24.0,2.4,High,credit_card
2018-06-22,10:10:44,2.0,58711,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.1,18.0,1.8,High,credit_card
2018-06-23,16:57:22,3.0,15210,Female,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.3,30.6,3.1,High,credit_card
2018-04-16,13:53:55,4.0,24071,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.2,141.8,14.2,Critical,money_order
2018-05-06,21:42:44,7.0,36851,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.3,48.8,4.9,High,credit_card
2018-07-11,13:48:12,1.0,45853,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.3,118.3,11.8,Medium,credit_card
2018-04-24,10:49:07,3.0,36986,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,4.0,0.3,13.6,1.4,Medium,money_order
2018-08-08,01:34:00,6.0,25626,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,4.0,0.3,19.1,1.9,High,credit_card
2018-10-26,15:00:56,5.0,53541,Male,Web,Guest,Auto & Accessories,Tyre,250.0,1.0,0.1,167.5,16.8,High,money_order
2018-07-18,10:12:26,1.0,10429,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,4.0,0.3,18.0,1.8,Critical,credit_card
2018-08-12,14:04:30,8.0,11016,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.3,54.0,5.4,Critical,credit_card
2018-04-26,17:58:43,2.0,57261,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,5.0,0.3,16.9,1.7,High,credit_card
2018-05-23,20:15:27,4.0,56943,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.3,141.8,14.2,High,money_order
2018-07-05,21:00:10,5.0,15596,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,4.0,0.1,54.4,5.4,Medium,credit_card
2018-05-26,14:36:30,3.0,57767,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,4.0,0.3,105.7,10.6,High,credit_card
2018-07-16,14:00:31,8.0,50288,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.3,27.6,2.8,High,credit_card
2018-03-02,12:22:42,6.0,38826,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.2,35.6,3.6,Critical,credit_card
2018-09-02,22:55:40,2.0,41481,Male,Web,Member,Auto & Accessories,Tyre,250.0,4.0,0.3,130.0,13.0,High,e_wallet
2018-05-18,11:18:16,5.0,47602,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,4.0,0.3,18.0,1.8,High,credit_card
2018-10-19,14:04:13,6.0,47427,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.2,54.0,5.4,High,credit_card
2018-08-15,08:13:47,7.0,12544,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,4.0,0.1,29.4,2.9,High,credit_card
2018-10-28,10:55:54,10.0,11933,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,4.0,0.3,114.0,11.4,Critical,credit_card
2018-05-11,10:49:39,2.0,19291,Female,Web,Member,Auto & Accessories,Car Media Players,140.0,5.0,0.1,53.0,5.3,High,credit_card
2018-06-09,15:49:48,4.0,40631,Female,Web,Member,Auto & Accessories,Car Speakers,211.0,5.0,0.3,99.4,9.9,High,e_wallet
2018-01-16,13:30:58,9.0,15988,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,4.0,0.3,23.0,2.3,Medium,credit_card
2018-08-09,13:46:13,10.0,55314,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.2,35.6,3.6,High,credit_card
2018-05-19,18:43:01,10.0,35212,Female,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.2,165.0,16.5,Medium,credit_card
