Order_ID,Order_DateTime,Customer_Id,Gender,Device_Type,Customer_Login_type,Product_Category,Product,Quantity,Sales,Total_Amount,Discount,Profit,Net_Profit,Shipping_Cost,Order_Priority,Payment_method
2393,2018-10-17 21:09:49,29902,Male,Web,Member,Auto & Accessories,Car Media Players,1.0,140.0,140.0,0.3,48.8,43.9,4.9,Medium,Credit_Card
2394,2018-02-02 23:23:01,32255,Male,Web,Member,Auto & Accessories,Car Speakers,1.0,211.0,211.0,0.3,109.9,98.9,11.0,Medium,Credit_Card
2395,2018-09-16 10:50:38,11182,Female,Web,Member,Auto & Accessories,Car Body Covers,1.0,117.0,117.0,0.2,32.3,29.099999999999998,3.2,High,Credit_Card
2396,2018-10-26 13:38:55,25482,Male,Web,Member,Auto & Accessories,Car & Bike Care,1.0,118.0,118.0,0.3,27.4,24.7,2.7,High,Credit_Card
2397,2018-05-30 12:37:29,46294,Female,Web,Member,Auto & Accessories,Tyre,1.0,250.0,250.0,0.1,162.5,146.2,16.3,Medium,Credit_Card
2398,2018-06-16 17:02:33,37721,Male,Web,Member,Auto & Accessories,Bike Tyres,1.0,72.0,72.0,0.1,24.0,21.6,2.4,High,Credit_Card
2399,2018-03-29 07:06:24,33213,Male,Web,Member,Auto & Accessories,Car Mat,1.0,54.0,54.0,0.3,54.0,48.6,5.4,High,Credit_Card
2400,2018-09-17 12:05:48,51927,Male,Web,Member,Auto & Accessories,Car Seat Covers,1.0,114.0,114.0,0.3,30.6,27.5,3.1,High,Credit_Card
2401,2018-05-04 15:02:52,20543,Male,Web,Guest,Auto & Accessories,Car Pillow & Neck Rest,1.0,231.0,231.0,0.2,146.4,131.8,14.6,Medium,Credit_Card
2402,2018-03-24 13:03:17,50072,Female,Web,Member,Auto & Accessories,Car Media Players,1.0,140.0,140.0,0.1,55.8,50.199999999999996,5.6,High,Credit_Card
2403,2018-09-17 15:43:38,45793,Female,Web,Member,Auto & Accessories,Car Speakers,1.0,211.0,211.0,0.3,120.5,108.5,12.0,Critical,Credit_Card
2404,2018-03-03 19:21:34,21445,Female,Web,Member,Auto & Accessories,Car Body Covers,1.0,117.0,117.0,0.3,27.6,24.8,2.8,Medium,Credit_Card
2405,2018-07-09 10:56:32,27462,Female,Web,Member,Auto & Accessories,Car & Bike Care,1.0,118.0,118.0,0.3,26.2,23.599999999999998,2.6,Medium,Money_Order
2406,2018-10-01 14:58:11,21306,Male,Web,Member,Auto & Accessories,Tyre,1.0,250.0,250.0,0.3,162.5,146.2,16.3,High,Money_Order
2407,2018-03-04 11:10:27,22656,Male,Web,Member,Auto & Accessories,Bike Tyres,1.0,72.0,72.0,0.3,36.0,32.4,3.6,High,Credit_Card
2408,2018-07-26 20:37:12,11244,Male,Web,Member,Auto & Accessories,Car Mat,1.0,54.0,54.0,0.3,18.0,16.2,1.8,High,Money_Order
2409,2018-11-03 10:50:18,46035,Male,Web,Member,Auto & Accessories,Car Seat Covers,4.0,114.0,456.0,0.3,11.2,10.1,1.1,High,Credit_Card
2410,2018-06-05 11:53:02,56556,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,4.0,231.0,924.0,0.2,132.5,119.2,13.3,High,Credit_Card
2411,2018-10-24 22:14:32,13616,Male,Web,Member,Auto & Accessories,Car Media Players,4.0,140.0,560.0,0.2,48.8,43.9,4.9,Medium,Credit_Card
2412,2018-10-03 10:47:56,12819,Male,Web,Member,Auto & Accessories,Car Speakers,1.0,211.0,211.0,0.2,126.8,114.1,12.7,High,Credit_Card
2413,2018-12-16 09:47:59,47009,Female,Web,Member,Auto & Accessories,Car Body Covers,1.0,117.0,117.0,0.3,32.3,29.099999999999998,3.2,High,Credit_Card
2414,2018-09-25 08:21:31,15124,Male,Web,Member,Auto & Accessories,Car & Bike Care,5.0,118.0,590.0,0.3,14.4,13.0,1.4,Medium,Credit_Card
2415,2018-05-14 15:53:14,51028,Male,Web,Member,Auto & Accessories,Tyre,1.0,250.0,250.0,0.2,160.0,144.0,16.0,High,Credit_Card
2416,2018-09-09 15:50:04,32389,Male,Web,Member,Auto & Accessories,Bike Tyres,1.0,72.0,72.0,0.3,72.0,64.8,7.2,High,Money_Order
2417,2018-04-24 19:19:18,32645,Male,Web,Member,Auto & Accessories,Car Mat,1.0,54.0,54.0,0.1,54.0,48.6,5.4,Medium,Money_Order
2418,2018-10-02 11:53:45,50139,Male,Web,Member,Auto & Accessories,Car Seat Covers,1.0,114.0,114.0,0.2,29.4,26.5,2.9,Medium,Money_Order
2419,2018-07-06 17:11:14,25244,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,1.0,231.0,231.0,0.3,139.5,125.6,13.9,Medium,Credit_Card
2420,2018-10-14 15:46:27,49973,Male,Web,Member,Auto & Accessories,Car Media Players,1.0,140.0,140.0,0.3,53.0,47.7,5.3,Medium,Credit_Card
2421,2018-05-23 10:24:45,30975,Male,Web,Member,Auto & Accessories,Car Speakers,1.0,211.0,211.0,0.2,126.8,114.1,12.7,Medium,Money_Order
2422,2018-08-22 10:37:41,54122,Male,Web,Member,Auto & Accessories,Car Body Covers,1.0,117.0,117.0,0.3,23.0,20.7,2.3,High,Credit_Card
2423,2018-03-06 17:39:09,22600,Male,Web,Member,Auto & Accessories,Car & Bike Care,1.0,118.0,118.0,0.3,27.4,24.7,2.7,High,Credit_Card
2424,2018-05-01 21:53:28,25873,Male,Web,Member,Auto & Accessories,Tyre,1.0,250.0,250.0,0.3,157.5,141.7,15.8,Critical,Credit_Card
2425,2018-07-12 22:09:55,53613,Female,Web,Member,Auto & Accessories,Bike Tyres,1.0,72.0,72.0,0.1,72.0,64.8,7.2,High,Credit_Card
2426,2018-09-06 20:46:51,45569,Male,Web,Guest,Auto & Accessories,Car Mat,1.0,54.0,54.0,0.1,18.0,16.2,1.8,Medium,Credit_Card
2427,2018-08-13 09:15:52,18053,Male,Web,Member,Auto & Accessories,Car Seat Covers,1.0,114.0,114.0,0.2,27.2,24.5,2.7,High,Credit_Card
2428,2018-08-11 19:10:14,58599,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,1.0,231.0,231.0,0.1,146.4,131.8,14.6,High,Money_Order
2429,2018-05-07 16:47:29,29827,Male,Web,Member,Auto & Accessories,Car Media Players,5.0,140.0,700.0,0.3,39.0,35.1,3.9,Critical,Credit_Card
2430,2018-07-02 21:45:21,42142,Male,Web,Member,Auto & Accessories,Car Speakers,4.0,211.0,844.0,0.3,88.8,79.89999999999999,8.9,High,Credit_Card
2431,2018-04-25 03:10:32,37093,Male,Web,Member,Auto & Accessories,Car Body Covers,4.0,117.0,468.0,0.3,18.3,16.5,1.8,Critical,Credit_Card
2432,2018-07-19 14:48:00,54093,Male,Web,Member,Auto & Accessories,Car & Bike Care,1.0,118.0,118.0,0.1,34.5,31.1,3.4,High,Credit_Card
2433,2018-06-14 17:59:52,51997,Male,Web,Member,Auto & Accessories,Tyre,4.0,250.0,1000.0,0.2,150.0,135.0,15.0,High,Credit_Card
2434,2018-05-19 14:06:06,15637,Male,Web,Member,Auto & Accessories,Bike Tyres,5.0,72.0,360.0,0.3,14.4,13.0,1.4,Medium,E_Wallet
2435,2018-04-24 09:38:22,52880,Male,Web,Member,Auto & Accessories,Car Mat,5.0,54.0,270.0,0.1,10.8,9.700000000000001,1.1,Critical,Money_Order
2436,2018-07-05 21:41:51,11196,Female,Web,Guest,Auto & Accessories,Car Seat Covers,5.0,114.0,570.0,0.2,22.6,20.3,2.3,High,Money_Order
2437,2018-06-25 11:03:37,22184,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,1.0,231.0,231.0,0.3,123.3,111.0,12.3,Critical,E_Wallet
2438,2018-11-06 16:41:44,29608,Male,Web,Member,Auto & Accessories,Car Media Players,1.0,140.0,140.0,0.3,54.4,49.0,5.4,Medium,Credit_Card
2439,2018-11-25 16:39:36,55689,Male,Web,Member,Auto & Accessories,Car Speakers,1.0,211.0,211.0,0.3,105.7,95.10000000000001,10.6,High,Credit_Card
2440,2018-12-16 18:06:44,24586,Male,Web,Member,Auto & Accessories,Car Body Covers,4.0,117.0,468.0,0.2,27.6,24.8,2.8,High,Credit_Card
2441,2018-07-16 22:46:54,49901,Male,Web,Member,Auto & Accessories,Car & Bike Care,1.0,118.0,118.0,0.2,35.6,32.0,3.6,Medium,Credit_Card
2442,2018-04-25 12:09:38,45000,Male,Web,Member,Auto & Accessories,Tyre,5.0,250.0,1250.0,0.3,107.5,96.7,10.8,High,Credit_Card
2443,2018-07-20 17:31:12,48942,Male,Web,Member,Auto & Accessories,Bike Tyres,4.0,72.0,288.0,0.3,18.0,16.2,1.8,High,Credit_Card
2444,2018-01-26 09:08:54,49308,Male,Web,Member,Auto & Accessories,Car Mat,1.0,54.0,54.0,0.3,27.0,24.3,2.7,Critical,Credit_Card
2445,2018-10-08 23:38:33,17652,Male,Web,Member,Auto & Accessories,Car Seat Covers,1.0,114.0,114.0,0.3,23.7,21.3,2.4,Medium,Credit_Card
2446,2018-09-20 17:11:26,46384,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,1.0,231.0,231.0,0.3,141.8,127.60000000000001,14.2,High,Money_Order
2447,2018-09-04 19:04:10,22102,Male,Web,Member,Auto & Accessories,Car Media Players,1.0,140.0,140.0,0.2,51.6,46.4,5.2,High,Credit_Card
2448,2018-05-25 11:32:14,55627,Female,Web,Member,Auto & Accessories,Car Speakers,1.0,211.0,211.0,0.3,124.7,112.2,12.5,Critical,Credit_Card
2449,2018-06-07 15:20:44,58420,Male,Web,Member,Auto & Accessories,Car Body Covers,5.0,117.0,585.0,0.3,19.5,17.6,1.9,High,Credit_Card
2450,2018-11-21 15:54:53,45207,Male,Web,Member,Auto & Accessories,Car & Bike Care,1.0,118.0,118.0,0.3,34.5,31.1,3.4,Critical,Credit_Card
2451,2018-02-01 14:26:24,59492,Male,Web,Member,Auto & Accessories,Tyre,5.0,250.0,1250.0,0.1,157.5,141.7,15.8,Medium,Money_Order
2452,2018-10-10 15:35:52,19001,Male,Web,Member,Auto & Accessories,Bike Tyres,1.0,72.0,72.0,0.3,36.0,32.4,3.6,Critical,Credit_Card
2453,2018-11-01 21:22:16,27346,Male,Web,Member,Auto & Accessories,Car Mat,1.0,54.0,54.0,0.3,18.0,16.2,1.8,Critical,Credit_Card
2454,2018-07-01 17:43:58,52338,Male,Web,Member,Auto & Accessories,Car Seat Covers,5.0,114.0,570.0,0.2,22.6,20.3,2.3,High,Money_Order
2455,2018-06-03 17:27:00,57676,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,1.0,231.0,231.0,0.3,130.2,117.19999999999999,13.0,Critical,Credit_Card
2456,2018-05-23 14:51:24,39245,Male,Web,Member,Auto & Accessories,Car Media Players,5.0,140.0,700.0,0.1,53.0,47.7,5.3,Critical,Credit_Card
2457,2018-06-05 16:05:07,32227,Male,Web,Member,Auto & Accessories,Car Speakers,5.0,211.0,1055.0,0.3,88.8,79.89999999999999,8.9,Critical,Credit_Card
2458,2018-01-23 19:51:02,47770,Male,Web,Member,Auto & Accessories,Car Body Covers,4.0,117.0,468.0,0.1,32.3,29.099999999999998,3.2,High,Credit_Card
2459,2018-04-07 00:13:07,49563,Male,Web,Member,Auto & Accessories,Car & Bike Care,4.0,118.0,472.0,0.3,14.4,13.0,1.4,Medium,Credit_Card
2460,2018-09-30 20:42:07,14966,Male,Web,Member,Auto & Accessories,Tyre,1.0,250.0,250.0,0.1,165.0,148.5,16.5,High,Credit_Card
2461,2018-06-29 00:32:29,24042,Male,Web,Member,Auto & Accessories,Bike Tyres,4.0,72.0,288.0,0.3,18.0,16.2,1.8,High,Credit_Card
2462,2018-07-08 16:35:21,55565,Male,Web,Member,Auto & Accessories,Car Mat,1.0,54.0,54.0,0.3,18.0,16.2,1.8,High,Credit_Card
2463,2018-11-30 20:46:59,48921,Male,Web,Member,Auto & Accessories,Car Seat Covers,4.0,114.0,456.0,0.3,20.3,18.3,2.0,High,Credit_Card
2464,2018-10-28 12:39:28,36832,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,4.0,231.0,924.0,0.2,132.5,119.2,13.3,High,Credit_Card
2465,2018-03-12 22:27:31,55156,Male,Web,Member,Auto & Accessories,Car Media Players,4.0,140.0,560.0,0.3,43.2,38.900000000000006,4.3,Medium,Credit_Card
2466,2018-05-03 21:35:33,29424,Male,Web,Member,Auto & Accessories,Car Speakers,4.0,211.0,844.0,0.2,114.1,102.69999999999999,11.4,Medium,Credit_Card
2467,2018-04-16 19:01:12,31933,Female,Web,Member,Auto & Accessories,Car Body Covers,1.0,117.0,117.0,0.1,35.8,32.199999999999996,3.6,High,Credit_Card
2468,2018-12-11 17:51:25,55862,Male,Web,Member,Auto & Accessories,Car & Bike Care,1.0,118.0,118.0,0.2,35.6,32.0,3.6,Critical,E_Wallet
2469,2018-08-02 09:16:20,56596,Male,Web,Member,Auto & Accessories,Tyre,1.0,250.0,250.0,0.2,155.0,139.5,15.5,High,Credit_Card
2470,2018-08-25 21:32:20,16274,Male,Web,Member,Auto & Accessories,Bike Tyres,1.0,72.0,72.0,0.3,36.0,32.4,3.6,High,Credit_Card
2471,2018-05-09 19:41:34,59474,Male,Web,Member,Auto & Accessories,Car Mat,1.0,54.0,54.0,0.3,27.0,24.3,2.7,High,Money_Order
2472,2018-07-07 20:04:55,50084,Male,Web,Member,Auto & Accessories,Car Seat Covers,1.0,114.0,114.0,0.1,31.7,28.5,3.2,Critical,Credit_Card
2473,2018-09-19 14:30:31,41277,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,1.0,231.0,231.0,0.2,146.4,131.8,14.6,High,Credit_Card
2474,2018-07-18 07:10:37,44619,Female,Web,Member,Auto & Accessories,Car Media Players,5.0,140.0,700.0,0.3,32.0,28.8,3.2,High,E_Wallet
2475,2018-04-17 23:43:34,41156,Female,Web,Member,Auto & Accessories,Car Speakers,1.0,211.0,211.0,0.3,105.7,95.10000000000001,10.6,Medium,Credit_Card
2476,2018-11-25 11:24:40,28931,Female,Web,Member,Auto & Accessories,Car Body Covers,1.0,117.0,117.0,0.3,23.0,20.7,2.3,Critical,Money_Order
2477,2018-11-05 09:52:20,13605,Male,Web,Member,Auto & Accessories,Car & Bike Care,1.0,118.0,118.0,0.3,23.8,21.400000000000002,2.4,Medium,Money_Order
2478,2018-03-08 12:22:58,54357,Male,Web,Member,Auto & Accessories,Tyre,1.0,250.0,250.0,0.3,162.5,146.2,16.3,High,Credit_Card
2479,2018-04-24 00:43:01,40435,Male,Web,Member,Auto & Accessories,Bike Tyres,5.0,72.0,360.0,0.3,14.4,13.0,1.4,Medium,Credit_Card
2480,2018-11-17 08:36:15,17539,Male,Web,Member,Auto & Accessories,Car Mat,5.0,54.0,270.0,0.1,10.8,9.700000000000001,1.1,Medium,Credit_Card
2481,2018-07-28 21:11:08,51374,Female,Web,Member,Auto & Accessories,Car Seat Covers,4.0,114.0,456.0,0.3,20.3,18.3,2.0,Medium,Debit_Card
2482,2018-12-16 14:06:02,49462,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,1.0,231.0,231.0,0.2,141.8,127.60000000000001,14.2,High,Credit_Card
2483,2018-03-21 17:45:50,20660,Male,Web,Member,Auto & Accessories,Car Media Players,1.0,140.0,140.0,0.3,43.2,38.900000000000006,4.3,Medium,Credit_Card
2484,2018-03-04 16:54:08,44423,Male,Web,Member,Auto & Accessories,Car Speakers,1.0,211.0,211.0,0.1,124.7,112.2,12.5,Medium,Credit_Card
2485,2018-08-20 06:39:52,37218,Male,Web,Member,Auto & Accessories,Car Body Covers,4.0,117.0,468.0,0.3,13.6,12.2,1.4,Critical,Credit_Card
2486,2018-05-22 15:12:29,16284,Female,Web,Member,Auto & Accessories,Car & Bike Care,4.0,118.0,472.0,0.3,19.1,17.200000000000003,1.9,High,Credit_Card
2487,2018-05-02 18:19:06,47970,Male,Web,Member,Auto & Accessories,Tyre,1.0,250.0,250.0,0.3,157.5,141.7,15.8,Medium,Money_Order
2488,2018-04-03 21:54:45,41302,Male,Web,Member,Auto & Accessories,Bike Tyres,4.0,72.0,288.0,0.1,18.0,16.2,1.8,High,Credit_Card
2489,2018-11-02 14:17:13,24759,Male,Web,Member,Auto & Accessories,Car Mat,1.0,54.0,54.0,0.3,18.0,16.2,1.8,Critical,Credit_Card
2490,2018-11-08 19:54:44,50214,Male,Web,Member,Auto & Accessories,Car Seat Covers,1.0,114.0,114.0,0.3,24.9,22.4,2.5,Critical,Credit_Card
2491,2018-05-19 15:20:58,32000,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,1.0,231.0,231.0,0.3,137.1,123.39999999999999,13.7,High,Money_Order
2492,2018-05-01 18:42:40,32815,Male,Web,Member,Auto & Accessories,Car Media Players,1.0,140.0,140.0,0.3,46.0,41.4,4.6,Medium,Credit_Card
2493,2018-12-03 09:33:15,47357,Male,Web,Member,Auto & Accessories,Car Speakers,5.0,211.0,1055.0,0.3,88.8,79.89999999999999,8.9,Medium,Credit_Card
2494,2018-11-12 14:02:54,28652,Male,Web,Member,Auto & Accessories,Car Body Covers,1.0,117.0,117.0,0.3,19.5,17.6,1.9,Medium,Credit_Card
2495,2018-05-04 08:47:06,59795,Male,Web,Member,Auto & Accessories,Car & Bike Care,4.0,118.0,472.0,0.3,14.4,13.0,1.4,High,Credit_Card
2496,2018-07-11 16:48:05,56431,Male,Web,Member,Auto & Accessories,Tyre,1.0,250.0,250.0,0.3,145.0,130.5,14.5,High,E_Wallet
2497,2018-08-06 13:32:59,26731,Male,Web,Member,Auto & Accessories,Bike Tyres,1.0,72.0,72.0,0.1,36.0,32.4,3.6,High,Credit_Card
2498,2018-03-19 10:55:08,44854,Male,Web,Member,Auto & Accessories,Car Mat,1.0,54.0,54.0,0.2,54.0,48.6,5.4,High,Credit_Card
2499,2018-09-17 14:48:17,41014,Male,Web,Member,Auto & Accessories,Car Seat Covers,1.0,114.0,114.0,0.3,29.4,26.5,2.9,Medium,Credit_Card
2500,2018-12-08 11:38:27,15647,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,4.0,231.0,924.0,0.3,114.0,102.6,11.4,High,Credit_Card
2501,2018-06-03 22:16:10,50274,Male,Web,Member,Auto & Accessories,Car Media Players,1.0,140.0,140.0,0.3,43.2,38.900000000000006,4.3,High,E_Wallet
2502,2018-06-27 14:00:16,23530,Female,Web,Member,Auto & Accessories,Car Speakers,5.0,211.0,1055.0,0.3,78.3,70.5,7.8,High,Money_Order
2503,2018-01-05 16:54:23,56628,Male,Web,Member,Auto & Accessories,Car Body Covers,1.0,117.0,117.0,0.2,34.7,31.200000000000003,3.5,High,Money_Order
2504,2018-10-08 16:11:43,53097,Female,Web,Member,Auto & Accessories,Car & Bike Care,1.0,118.0,118.0,0.2,35.6,32.0,3.6,High,Credit_Card
2505,2018-07-05 00:40:06,22402,Male,Web,Member,Auto & Accessories,Tyre,5.0,250.0,1250.0,0.3,132.5,119.2,13.3,High,E_Wallet
2506,2018-09-25 14:36:45,29296,Female,Web,Member,Auto & Accessories,Bike Tyres,5.0,72.0,360.0,0.3,14.4,13.0,1.4,High,Credit_Card
2507,2018-05-03 19:40:54,41083,Male,Web,Member,Auto & Accessories,Car Mat,5.0,54.0,270.0,0.3,10.8,9.700000000000001,1.1,High,Credit_Card
2508,2018-07-17 17:38:01,20973,Female,Web,Member,Auto & Accessories,Car Seat Covers,5.0,114.0,570.0,0.1,28.3,25.5,2.8,Medium,Credit_Card
2509,2018-10-27 15:34:03,55501,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,1.0,231.0,231.0,0.1,144.1,129.7,14.4,High,Credit_Card
2510,2018-06-10 22:23:24,58442,Male,Web,Member,Auto & Accessories,Car Media Players,5.0,140.0,700.0,0.1,53.0,47.7,5.3,Critical,Credit_Card
2511,2018-11-16 10:28:23,56192,Male,Web,Member,Auto & Accessories,Car Speakers,1.0,211.0,211.0,0.3,112.0,100.8,11.2,Critical,Credit_Card
2512,2018-01-03 12:53:56,46582,Male,Web,Member,Auto & Accessories,Car Body Covers,1.0,117.0,117.0,0.3,23.0,20.7,2.3,Critical,Credit_Card
2513,2018-08-11 16:11:15,43096,Male,Web,Member,Auto & Accessories,Car & Bike Care,4.0,118.0,472.0,0.3,23.8,21.400000000000002,2.4,High,Money_Order
2514,2018-12-03 14:24:08,10434,Male,Web,Member,Auto & Accessories,Tyre,1.0,250.0,250.0,0.3,155.0,139.5,15.5,High,Credit_Card
2515,2018-11-16 19:55:53,49166,Male,Web,Member,Auto & Accessories,Bike Tyres,4.0,72.0,288.0,0.3,18.0,16.2,1.8,High,Money_Order
2516,2018-07-30 23:33:34,21483,Male,Web,Member,Auto & Accessories,Car Mat,5.0,54.0,270.0,0.3,10.8,9.700000000000001,1.1,High,Credit_Card
2517,2018-07-27 09:24:18,30077,Male,Web,Member,Auto & Accessories,Car Seat Covers,1.0,114.0,114.0,0.2,29.4,26.5,2.9,Critical,Credit_Card
2518,2018-03-15 13:09:39,50800,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,4.0,231.0,924.0,0.3,123.3,111.0,12.3,Medium,E_Wallet
2519,2018-10-21 09:02:30,36551,Female,Web,Member,Auto & Accessories,Car Media Players,1.0,140.0,140.0,0.1,58.6,52.7,5.9,Critical,Money_Order
2520,2018-12-25 20:34:15,25355,Male,Web,Member,Auto & Accessories,Car Speakers,5.0,211.0,1055.0,0.1,120.5,108.5,12.0,Medium,Credit_Card
2521,2018-07-10 18:01:12,31852,Male,Web,Member,Auto & Accessories,Car Body Covers,1.0,117.0,117.0,0.3,23.0,20.7,2.3,High,E_Wallet
2522,2018-12-23 22:48:12,20356,Male,Web,Member,Auto & Accessories,Car & Bike Care,5.0,118.0,590.0,0.2,26.2,23.599999999999998,2.6,High,Credit_Card
2523,2018-09-09 19:56:36,47574,Male,Web,Member,Auto & Accessories,Tyre,1.0,250.0,250.0,0.2,165.0,148.5,16.5,Medium,Money_Order
2524,2018-05-23 11:54:23,16417,Male,Web,Member,Auto & Accessories,Bike Tyres,1.0,72.0,72.0,0.3,36.0,32.4,3.6,High,Money_Order
2525,2018-09-22 09:37:55,41506,Male,Web,Member,Auto & Accessories,Car Mat,1.0,54.0,54.0,0.3,18.0,16.2,1.8,Critical,Credit_Card
2526,2018-06-18 02:11:56,16300,Female,Web,Member,Auto & Accessories,Car Seat Covers,1.0,114.0,114.0,0.1,30.6,27.5,3.1,Medium,Credit_Card
2527,2018-06-25 21:36:42,55258,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,5.0,231.0,1155.0,0.3,93.3,84.0,9.3,High,Money_Order
2528,2018-09-27 20:41:03,14044,Male,Web,Member,Auto & Accessories,Car Media Players,5.0,140.0,700.0,0.3,32.0,28.8,3.2,Medium,Money_Order
2529,2018-04-19 13:57:09,24569,Male,Web,Member,Auto & Accessories,Car Speakers,1.0,211.0,211.0,0.2,126.8,114.1,12.7,High,Credit_Card
2530,2018-10-18 17:35:18,58673,Male,Web,Guest,Auto & Accessories,Car Body Covers,4.0,117.0,468.0,0.3,18.3,16.5,1.8,High,Credit_Card
2531,2018-09-27 21:36:20,25400,Male,Web,Member,Auto & Accessories,Car & Bike Care,5.0,118.0,590.0,0.3,20.3,18.3,2.0,Medium,Money_Order
2532,2018-09-08 19:22:17,12166,Female,Web,Member,Auto & Accessories,Tyre,1.0,250.0,250.0,0.3,132.5,119.2,13.3,Critical,Credit_Card
2533,2018-02-24 14:47:42,51449,Male,Web,Member,Auto & Accessories,Bike Tyres,1.0,72.0,72.0,0.3,72.0,64.8,7.2,Critical,Credit_Card
2534,2018-02-20 16:58:40,10971,Male,Web,Member,Auto & Accessories,Car Mat,1.0,54.0,54.0,0.3,54.0,48.6,5.4,High,E_Wallet
2535,2018-09-25 11:30:33,44752,Female,Web,Member,Auto & Accessories,Car Seat Covers,1.0,114.0,114.0,0.3,28.3,25.5,2.8,High,Credit_Card
2536,2018-02-28 23:06:14,23623,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,4.0,231.0,924.0,0.3,123.3,111.0,12.3,High,Money_Order
2537,2018-07-23 17:03:40,34068,Male,Web,Member,Auto & Accessories,Car Media Players,1.0,140.0,140.0,0.3,39.0,35.1,3.9,Medium,Money_Order
2538,2018-11-13 18:03:59,12299,Female,Web,Member,Auto & Accessories,Car Speakers,5.0,211.0,1055.0,0.3,99.4,89.5,9.9,Critical,Credit_Card
2539,2018-08-12 13:12:39,31329,Male,Web,Member,Auto & Accessories,Car Body Covers,1.0,117.0,117.0,0.1,33.5,30.2,3.3,Medium,Credit_Card
2540,2018-09-21 17:49:46,36110,Male,Web,Member,Auto & Accessories,Car & Bike Care,5.0,118.0,590.0,0.2,26.2,23.599999999999998,2.6,Critical,Credit_Card
2541,2018-03-06 13:07:22,58935,Male,Web,Member,Auto & Accessories,Tyre,1.0,250.0,250.0,0.2,165.0,148.5,16.5,Critical,Credit_Card
2542,2018-11-26 15:49:30,31868,Male,Web,Member,Auto & Accessories,Bike Tyres,5.0,72.0,360.0,0.2,14.4,13.0,1.4,Medium,Money_Order
2543,2018-06-10 11:22:49,36900,Male,Web,Member,Auto & Accessories,Car Mat,1.0,54.0,54.0,0.3,27.0,24.3,2.7,High,Credit_Card
2544,2018-06-18 15:46:59,22938,Male,Web,Member,Auto & Accessories,Car Seat Covers,4.0,114.0,456.0,0.3,11.2,10.1,1.1,High,Money_Order
2545,2018-01-22 17:28:43,13781,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,1.0,231.0,231.0,0.3,137.1,123.39999999999999,13.7,Critical,Credit_Card
2546,2018-05-07 21:51:53,33449,Male,Web,Member,Auto & Accessories,Car Media Players,1.0,140.0,140.0,0.2,54.4,49.0,5.4,Critical,Credit_Card
2547,2018-09-24 01:39:06,17716,Male,Web,Member,Auto & Accessories,Car Speakers,4.0,211.0,844.0,0.3,88.8,79.89999999999999,8.9,High,Credit_Card
2548,2018-05-30 20:44:31,23230,Male,Web,Member,Auto & Accessories,Car Body Covers,1.0,117.0,117.0,0.1,33.5,30.2,3.3,Medium,Credit_Card
2549,2018-11-02 20:27:51,55273,Male,Web,Member,Auto & Accessories,Car & Bike Care,1.0,118.0,118.0,0.3,20.3,18.3,2.0,High,Credit_Card
2550,2018-10-30 12:14:21,31208,Male,Web,Member,Auto & Accessories,Tyre,4.0,250.0,1000.0,0.3,130.0,117.0,13.0,Critical,Money_Order
2551,2018-05-19 22:46:23,11342,Male,Web,Member,Auto & Accessories,Bike Tyres,1.0,72.0,72.0,0.2,72.0,64.8,7.2,Critical,Credit_Card
2552,2018-02-01 13:39:38,18763,Male,Web,Member,Auto & Accessories,Car Mat,1.0,54.0,54.0,0.3,54.0,48.6,5.4,Critical,Credit_Card
2553,2018-10-12 13:09:12,28665,Male,Web,Member,Auto & Accessories,Car Seat Covers,1.0,114.0,114.0,0.3,30.6,27.5,3.1,Critical,Credit_Card
2554,2018-03-29 11:02:33,13136,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,4.0,231.0,924.0,0.2,132.5,119.2,13.3,Medium,Credit_Card
2555,2018-05-16 20:57:48,40812,Male,Web,Member,Auto & Accessories,Car Media Players,1.0,140.0,140.0,0.3,55.8,50.199999999999996,5.6,High,Credit_Card
2556,2018-09-24 22:09:33,24810,Female,Web,Member,Auto & Accessories,Car Speakers,4.0,211.0,844.0,0.2,114.1,102.69999999999999,11.4,Critical,Credit_Card
2557,2018-07-05 13:08:23,14131,Male,Web,Member,Auto & Accessories,Car Body Covers,1.0,117.0,117.0,0.1,34.7,31.200000000000003,3.5,Critical,Credit_Card
